Timestamp,Motor,Steering,CamPitch,CamYaw,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,ToF
[03:26:37.630],0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.70,1.00,1.70,1690.00
[03:26:37.630],0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.70,1.00,1.70,1690.00
[03:26:37.630],0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.70,1.00,1.70,1652.00
[03:26:37.630],0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.83,0.42,1.34,1652.00
[03:26:37.668],0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.83,0.42,1.34,1652.00
[03:26:37.669],0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.83,0.42,1.34,1652.00
[03:26:37.669],0.00,0.00,0.00,0.00,0.00,0.01,1.04,0.79,0.55,1.63,1652.00
[03:26:37.669],0.00,0.00,0.00,0.00,0.00,0.01,1.04,0.79,0.55,1.63,1652.00
[03:26:37.669],0.00,0.00,0.00,0.00,0.00,0.01,1.04,0.79,0.55,1.63,1620.00
[03:26:37.708],0.00,0.00,0.00,0.00,0.00,0.00,1.05,1.00,0.56,1.60,1620.00
[03:26:37.708],0.00,0.00,0.00,0.00,0.00,0.00,1.05,1.00,0.56,1.60,1620.00
[03:26:37.708],0.00,0.00,0.00,0.00,0.00,0.00,1.05,1.00,0.56,1.60,1620.00
[03:26:37.708],0.00,0.00,0.00,0.00,0.00,0.01,1.04,0.69,0.89,1.59,1620.00
[03:26:37.709],0.00,0.00,0.00,0.00,0.00,0.01,1.04,0.69,0.89,1.59,1620.00
[03:26:37.747],0.00,0.00,0.00,0.00,0.00,0.01,1.04,0.69,0.89,1.59,1673.00
[03:26:37.747],0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.66,0.47,1.41,1673.00
[03:26:37.747],0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.66,0.47,1.41,1673.00
